EVT_99977_B;Lebanon will be a Christian state foremost.;;;;;;;;x;;;;;;;;;;;;;
EVT_99977_B;Self rule never hurt a man.;;;;;;;;x;;;;;;;;;;;;;
EVT_99977_DESC;After years under French Imperial control, it is our nations time to once again join our mother state of Syria. Most country fellows agree this is best to ensure secular democracy and a voice for our people while lessening colonialism, however, this will limit our self rule.;;;;;;;;x;;;;;;;;;;;;;
EVT_99977_NAME;Syrian Unification;;;;;;;;x;;;;;;;;;;;;;
EVT_99978_DESC;Hearing of the French attempt to unify Syria, foreign ministers recommend we join the proposed state due to our shared heritage. This would give Maronites a say in the government but not to the same extent we currently possess in Beirut. Therefore, the Christian populations will not be excited undertaking this endevour.;;;;;;;;x;;;;;;;;;;;;;
EVT_99978_NAME;Syrian-Lebanese Secular Republic;;;;;;;;x;;;;;;;;;;;;;
HAVE_INDUSTRIAL_SCORE_LESS_THAN; have Industrial Score less than ;;;;;;;;;;;;;;
IMP;The Commonwealth of Nations;;;;;;;x
IMP_ADJ;Commonwealth;;;;;;;x
IMP_absolute_monarchy;The Imperial Federation;;;;;;;x
IMP_absolute_monarchy_ADJ;British;;;;;;;x
IMP_ambition_desc;Our nation should align itself with the other members of the Commonwealth. Regional markets are well and good, but access to this global network will allow us to make inroads into varied markets with ease. Besides, nobody else understands Cricket.;;;;;;;x
IMP_ambition_title;Commonwealth Ambitions;;;;;;;x
IMP_currency_union_desc;A single legal tender, fixed to the value of $COUNTRY_ADJ$ currency, aids economic integration and competitiveness with foreign goods.;;;;;;;x
IMP_currency_union_title;Commonwealth Pound;;;;;;;x
IMP_defence_union_desc;The geographical realities of the Commonwealth mean its defense poses unique challenges. Uniting the Royal Navies and Air Forces into a single command structure, backed by shared intelligence, the Commonwealth should be able to defend itself on all seven continents.;;;;;;;x
IMP_defence_union_title;Commonwealth Defence Union;;;;;;;x
IMP_enlarge_union_desc;Another potential Commonwealth candidate has expressed interest in representation at Westminster, and their integration is awaiting our go-ahead.;;;;;;;x
IMP_enlarge_union_title;Admit Commonwealth members;;;;;;;x
IMP_form_union_desc;The humble Commonwealth market has grown to an almost total union. By devolving the English Parliament and cementing Westminster as a truly Commonwealth Government, the Commonwealth can establish itself as a new world power.;;;;;;;x
IMP_form_union_title;Form the Commonwealth of Nations;;;;;;;x
IMP_hms_government1;The British Commonwealth;;;;;;;x
IMP_hms_government1_ADJ;British;;;;;;;x
IMP_hms_government;The British Commonwealth;;;;;;;x
IMP_hms_government_ADJ;British;;;;;;;x
IMP_political_union_desc;Support the establishment of a single CANZUK polity, tentatively styled the Commonwealth of Nations. Originally floated as the Imperial Federation, the idea of a union between the UK and her primarily British colonies faded after growing nationalism in the World Wars, but has once more gained traction with $COUNTRY$'s CANZUK-oriented policies.;;;;;;;x
IMP_political_union_title;Commonwealth of Nations;;;;;;;x
IMP_single_market_desc;A single Realm market seeks to ensure the free flow of people, goods and capital between Commonwealth members.;;;;;;;x
IMP_single_market_title;Commonwealth Preference;;;;;;;x
IMP_tech_school;Commonwealth Realm;;;;;;;x
INVENTION_HEADER;The Minister for Industry reports;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;
IS_A_POSSIBLE_VASSAL; is a possible vassal ;;;;;;;;;;;;;;
LEB_colonial_government;Greater Lebanon;;;;;;;;x;;;;;;;;;;;;;
MANCAN_1_DESC;Our nation's new leader is apparently quite erratic in his behaviour. This has severly undermined the government's credibility and people are now protesting against his administration;;;;;;;;;;x
MANCAN_1_NAME;Our new $MONARCHTITLE$ is crazy;;;;;;;;;;x
MANCAN_2_A;Our $MONARCHTITLE$ is truly a buffoon!;;;;;;;;;;x
MANCAN_2_DESC;Our national leader has been caught abusing his power and doing ludicrously stupid things such that he is now facing demands for his impeachment.;;;;;;;;;;x
MANCAN_2_NAME;Protest to impeach $MONARCHTITLE;;;;;;;;;;x
MANCAN_3_A;This is a blow against democracy!;;;;;;;;;;x
MANCAN_3_DESC;Our national leader, in order to prevent his impeachment and restore order, declares martial law on the nation to suspending the our country's democratic institutions. This was bizzarely not stopped by the nation's power brokers.;;;;;;;;;;x
MANCAN_3_NAME;$MONARCHTITLE$ declares martial law;;;;;;;;;;x
MANCAN_4_A;We must stop this secession!;;;;;;;;;;x
MANCAN_4_DESC;Various states in our nation have sought to break free, and public confidence in the current government has collasped, causing a full-scale civil war.;;;;;;;;;;x
MANCAN_4_NAME;A civil war in $COUNTRY$!;;;;;;;;;;x
MANCAN_5_A;Liberty!;;;;;;;;;;x
MANCAN_5_DESC;$COUNTRY$, fearing the loss of democracy in $FROMCOUNTRY$, has decided to secede to be a democractic nation free from the increasingly chaotic state of affairs in $FROMCOUNTRY$.;;;;;;;;;;x
MANCAN_5_NAME;$COUNTRY$ breaks free from $FROMCOUNTRY$!;;;;;;;;;;x
MANCAN_CSA_A;The South has risen!;;;;;;;;;;x
MANCAN_CSA_DESC;More former Confederate territories have decided to rejoin $COUNTRY$ and the fight for freedom against the Yanks.;;;;;;;;;;x
MANCAN_CSA_NAME;Enlargement of the CSA;;;;;;;;;;x
MANCAN_FOIL_A;A nightmare averted!;;;;;;;;;;x
MANCAN_FOIL_DESC;$FROMCOUNTRY$ attempted to undermine and seize control of our government with sleeper agents. Thankfully, our intelligence agents were able to discover the plot and apprehend the agents in time.;;;;;;;;;;x
MANCAN_FOIL_NAME;$FROMCOUNTRY$'s conspiracy foiled!;;;;;;;;;;x
MANCAN_LOSE_A;Terrible!;;;;;;;;;;x
MANCAN_LOSE_DESC;Our attempt to sieze control of their government has failed due to a tip-off by a double agent. Our agents were apprehended and our country has been throughly implicated in the plot.;;;;;;;;;;x
MANCAN_LOSE_NAME;Manchurian Candidate fails;;;;;;;;;;x
MANCAN_RESULT_A;Let's see the result!;;;;;;;;;;x
MANCAN_RESULT_DESC;Our agents are now attempting to install a pro-$COUNTRY$ dictator in the rival superpower.;;;;;;;;;;x
MANCAN_RESULT_NAME;Manchurian Candidate program;;;;;;;;;;x
MANCAN_UN_A;Of course. They have chosen a bastion of freedom.;;;;;;;;;;x
MANCAN_UN_DESC;Due to existential danger caused by the political situation in $FROMCOUNTRY$, the United Nations have humbly requested to relocate to a building in the center of $CAPITAL$ - permanently.;;;;;;;;;;x
MANCAN_UN_NAME;UN Headquarters Relocates to $CAPITAL$;;;;;;;;;;x
MANCAN_WIN_A;Terrific!;;;;;;;;;;x
MANCAN_WIN_DESC;Our sleeper agents planted in the upper strata of society have enabled our "Manchurian Candidate" to become the leader of their nation. He will now inflict as much chaos as possible on the rival superpower.;;;;;;;;;;x
MANCAN_WIN_NAME;Manchurian Candidate succeeds;;;;;;;;;;x
MAT;Mthwakazi;;;;;;;;x;;;;;;;;;;;;;
MAT_ADJ;Matabele;;;;;;;;x;;;;;;;;;;;;;
MGA;Meghalayan;;;;;;;;x;;;;;;;;;;;;;
MGA_ADJ;Meghalayan;;;;;;;;x;;;;;;;;;;;;;
MGA_absolute_monarchy;Khasi States;;;;;;;;x;;;;;;;;;;;;;
MGA_hms_government;Khasi States;;;;;;;;x;;;;;;;;;;;;;
NCS;Northern Caucasus;;;;;;;;x;;;;;;;;;;;;;
NCS_ADJ;Northern Caucasian;;;;;;;;x;;;;;;;;;;;;;
NCS_theocracy;Caucasus Emirate;;;;;;;;x;;;;;;;;;;;;;
NEUTRALITY_EFFECT; dissolve all alliances and release all puppets ;;;;;;;;;;;;;;
PARTISANS_HEADER;The Minister for Security reports;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;
PBC;Peruolivian Confederation;Peruolivian Confederation;Peruolivian Confederation;;Peruolivian Confederation;;;;;;;;;x;;;;;;;;;;;;;;;;
PBC_ADJ;Peruolivian;Peruolivian;Peruolivian;;Peruolivian;;;;;;;;;x;;;;;;;;;;;;;;;;
PROV1418;Rembang;;;;;;;;;;;;;;
PROV1419;Malang;;;;;;;;;;;;;;
PROV1493;Guangzhou;;;;;;;;;;;;;;
PROV2616;Surabaya;;;;;;;;;;;;;;
PROV3378;Umag;;;;;;;;;;;;;;
RHO;Rhodesia;Rhodésie du sud;Südrhodesien;;Rhodesia meridional;;;;;;;;;x;;;;;;;;;;;;;;;;
RHO_ADJ;Rhodesian;rhodésien;Rhodesisch;;Rhodesiana;;;;;;;;;x;;;;;;;;;;;;;;;;
RHO_absolute_monarchy;Rhodesia;;;;;;;;;;;;;;
RHO_absolute_monarchy;Southern Rhodesia;Rhodésie du sud;Südrhodesien;;Rhodesia meridional;;;;;;;;;x;;;;;;;;;;;;;;;;
RHO_absolute_monarchy_ADJ;Rhodesian;;;;;;;;;;;;;;
RHO_absolute_monarchy_ADJ;Southern Rhodesian;rhodésien;Rhodesisch;;Rhodesiana;;;;;;;;;x;;;;;;;;;;;;;;;;
RHO_colonial_government;Southern Rhodesia;Rhodésie du sud;Südrhodesien;;Rhodesia meridional;;;;;;;;;x;;;;;;;;;;;;;;;;
RHO_colonial_government_ADJ;Southern Rhodesian;rhodésien;Rhodesisch;;Rhodesiana;;;;;;;;;x;;;;;;;;;;;;;;;;
RHO_hms_government1;Rhodesia;;;;;;;;;;;;;;
RHO_hms_government1;Southern Rhodesia;Rhodésie du sud;Südrhodesien;;Rhodesia meridional;;;;;;;;;x;;;;;;;;;;;;;;;;
RHO_hms_government1_ADJ;Rhodesian;;;;;;;;;;;;;;
RHO_hms_government1_ADJ;Southern Rhodesian;rhodésien;Rhodesisch;;Rhodesiana;;;;;;;;;x;;;;;;;;;;;;;;;;
RHO_hms_government;Southern Rhodesia;Rhodésie du sud;Südrhodesien;;Rhodesia meridional;;;;;;;;;x;;;;;;;;;;;;;;;;
RHO_hms_government_ADJ;Southern Rhodesian;rhodésien;Rhodesisch;;Rhodesiana;;;;;;;;;x;;;;;;;;;;;;;;;;
RHO_mandate_government;Southern Rhodesia;Rhodésie du sud;Südrhodesien;;Rhodesia meridional;;;;;;;;;x;;;;;;;;;;;;;;;;
RHO_mandate_government_ADJ;Southern Rhodesian;rhodésien;Rhodesisch;;Rhodesiana;;;;;;;;;x;;;;;;;;;;;;;;;;
THE_CAPITAL_IS_NOT;The capital is not ;;;;;;;;x;;;;;;;;;;;;;
TOPBAR_AVG_LITERACY;The average 即higher education劬 of our population is 即$AVG$劬%;Le 即taux d'alphab彋isation劬 de notre population est de 即$AVG$%劬.;Die durchschnittliche 即Alphabetisierung劬 unserer Bev闤kerung betr輍t 即$AVG$劬%.;;La 即alfabetizaci鏮劬 media de nuestra poblaci鏮 es de 即$AVG$劬%.;;;;;;;;;x;;;;;;;;;;;;;;;;
TPI;Tripura;;;;;;;;x;;;;;;;;;;;;;
TPI_ADJ;Tripuri;;;;;;;;x;;;;;;;;;;;;;
TRIGMOD_HEADER;The Civil Service reports;;;;;;;;x;;;;;;;;;;;;;
The exploration of Mars has been a goal of national space programs for decades. Preliminary work for missions that would involve human explorers has been undertaken since the 1950s, with planned missions typically being stated as taking place 10 to 30 years in the future when they are drafted. The list of manned Mars mission plans in the 20th century shows the various mission proposals that have been put forth by multiple organizations and space agencies in this field of space exploration.;;;;;;;;x;;;;;;;;;;;;;
UBD;United Baltic States;Provinces baltiques unies;Vereinite Baltische Staaten;;United Baltic Provinces;;;;;;;;;x;;;;;;;;;;;;;;;;
UBD_ADJ;Baltic;baltique;Baltisch;;Baltic;;;;;;;;;x;;;;;;;;;;;;;;;;
USA;The United States of America;;;;;;;;;;;;;;
USA_absolute_monarchy;The Kingdom of America;;;;;;;;;;;;;;
USA_democracy;The United States of America;;;;;;;;;;;;;;
USA_hms_government;The Kingdom of America;;;;;;;;;;;;;;
USA_nationalist_dictatorship;The Commonwealth of America;;;;;;;;;;;;;;
USA_presidential_dictatorship;The United States of America;;;;;;;;;;;;;;
USA_proletarian_dictatorship;The Union of America;;;;;;;;;;;;;;
USA_sectarian_dictatorship;The American State;;;;;;;;;;;;;;
USA_socialist_democracy;The Union of America;;;;;;;;;;;;;;
USA_theocracy;Christian States of America;;;;;;;;;;;;;;
abandon_claim_greater_PCC_desc; Due to the changing geopolitical circumstances, any claim on our former eastern lands has now become unfeasible and we should change our policy to reflect that and foster goodwill with our neighbors.;;;;;;;;;;;;x
abandon_claim_greater_PCC_title; Abandon our claim to the Eastern Borderlands;;;;;;;;;;;;x
abandon_claim_greater_afghanistan_desc;The Durand Line is the border, between Afghanistan and Pakistan. It was established in 1893 by agreement between Sir Mortimer Durand. The Durand Line cuts through the Pashtun tribal areas and further south through the Balochistan region, politically dividing ethnic Pashtuns, as well as the Baloch and other ethnic groups.;;;;;;;;;;;;x
abandon_claim_greater_afghanistan_title;Accept the Durand Line;;;;;;;;;;;;x
abandon_claim_greater_albania_desc;Reject irredentism. Greater Albania is an irredentist concept of lands that are considered to form the national homeland by many Albanians,[2] based on claims on the present-day or historical presence of Albanian populations in those areas. In addition to the existing Republic of Albania, the term incorporates claims to regions in the neighbouring states, the areas include Kosovo and the Preevo Valley of Serbia, territories in southern Montenegro, northwestern Greece (the Greek regional units of Thesprotia and Preveza, referred by Albanians as Chameria, and other territories that were part of the Vilayet of Yanina during the Ottoman Empire), and a part of western Republic of Macedonia.;;;;;;;;;;;;x
abandon_claim_greater_albania_title;Modern Albania;;;;;;;;;;;;x
abandon_claim_greater_argentina_desc;Sovereignty over the Falkland Islands (Islas Malvinas in Spanish) is disputed between Argentina and the United Kingdom. The British claim to sovereignty dates from 1690, and the United Kingdom has exercised de facto sovereignty over the archipelago almost continuously since 1833. Argentina has long disputed this claim, having been in control of the islands for a period prior to 1833.;;;;;;;;;;;;x
abandon_claim_greater_argentina_title;Accept loss of Islas Malvinas;;;;;;;;;;;;x
abandon_claim_greater_armenia_desc;United Armenia, also known as Greater Armenia or Great Armenia, is an irredentist concept of the territory outside the Republic of Armenia which is considered by Armenians as part of their national homeland, based on the present-day and/or historical Armenian presence. ;;;;;;;;;;;;x
abandon_claim_greater_armenia_title;Modern Armenia;;;;;;;;;;;;x
abandon_claim_greater_azerbaijan_desc;The borders of Azerbaijan should not extend from Derbent to the Persian Gulf.Azerbaijanis, with historical presence in the territory has right to rule over it with a proposed system of governance called United Azerbaijani Lands ;;;;;;;;;;;;x
abandon_claim_greater_azerbaijan_title;Modern Azerbaijan;;;;;;;;;;;;x
abandon_claim_greater_bangladesh_desc;Reject the proposal for a ethno-linguistic region of Bengal encompasses the territory of Bangladesh and the Indian state of West Bengal, as well as parts of Assam and Tripura. During the rule of the Hindu Sena dynasty in Bengal the notion of a Greater Bangladesh first emerged with the idea of uniting Bengali-speaking people in the areas now known as Orissa, Bihar and Indian North East (Assam, Tripura, and Meghalaya) along with the Bengal.;;;;;;;;;;;;x
abandon_claim_greater_bangladesh_title;Smaller Bangladesh;;;;;;;;;;;;x
abandon_claim_greater_bolivia_desc;The constitution of Bolivia states that the country has an unrenounceable right over the territory that gives it access to the Pacific Ocean and its maritime space. This is understood as territory that Bolivia and Peru ceded to Chile after the War of the Pacific, which left Bolivia as a landlocked country.;;;;;;;;;;;;x
abandon_claim_greater_bolivia_title;Accept the Peace of the War of the Pacific;;;;;;;;;;;;x
abandon_claim_greater_bosnia_desc;Reject Greater Bosnia idea. The term Greater Bosnia describes the Bosnian nationalist and irredentist ideology of the creation of a Bosnian state which would incorporate all regions of traditional significance to Bosniaks, including regions outside Croatia that are populated by Bosniaks. This movement's main ideology is to unite all Bosniaks into one state, claiming, depending on the version, different areas of many surrounding countries.;;;;;;;;;;;;x
abandon_claim_greater_bosnia_title;Accept loss of Sandak;;;;;;;;;;;;x
abandon_claim_greater_bulgaria_desc;Abandon the concept of a Greater Bulgaria. Greater Bulgaria is a term to identify the territory associated with a historical national state and a modern Bulgarian irredentist nationalist movement which would include most of Macedonia, Thrace and Moesia, as outlined in the 1878 Treaty of San Stefano.;;;;;;;;;;;;x
abandon_claim_greater_bulgaria_title;Modern Bulgaria;;;;;;;;;;;;x
abandon_claim_greater_cambodia_desc;The Mekong Delta has largely been controlled by the Cambodian state for hundreds of years. This control ended when Cambodia was incorporated into French Indochina, with the Mekong Delta being transfered over to Vietnamese rule.;;;;;;;;;;;;x
abandon_claim_greater_cambodia_title;Modern Cambodia;;;;;;;;;;;;x
abandon_claim_greater_chechnya;Incorporate the Ingush;;;;;;;;;;;;x
abandon_claim_greater_chechnya_desc;The Ingushetians and Chechens are collectively known as the Vainakh, meaning "our people" in both the Chechen and Ingush languages. Vainakh forms a dialect continuum, with the two major groups being Chechen and Ingushetian. Both peoples share a common origin, religion, and language, as well as having been unified into one common autonomous republic in recent history. In a growingly multipolar world, it is our duty to protect our brother people from being dominated by foreign influences. It is time to incorporate the Ingush into the Chechen nation!;;;;;;;;;;;;x
abandon_claim_greater_chechnya_title;Incorporate the Ingush;;;;;;;;;;;;x
abandon_claim_greater_china_desc;Foster good relations with our neighbours. Greater China or the Greater China Region is a term used to refer to the People's Republic of China (Mainland China and its special administrative regions of Hong Kong and Macau) and the Republic of China (Taiwan) as a unity.;;;;;;;;;;;;x
abandon_claim_greater_china_title;Modern China;;;;;;;;;;;;x
abandon_claim_greater_comoros_desc;The Union of the Comoros is a republic, composed of the autonomous islands of Mohéli, Mayotte, Anjouan, and Grande Comore.;;;;;;;;;;;;x
abandon_claim_greater_comoros_title;Claim Greater Comoros;;;;;;;;;;;;x
abandon_claim_greater_croatia_desc;Reject Greater Croatia. The term Greater Croatia describes the Croatian nationalist and irredentist ideology of the creation of a Croat state which would incorporate all regions of traditional significance to Croats, including regions outside Croatia that are populated by Croats. This movement's main ideology is to unite all Croats (or all territory historically ruled or populated by Croats) into one state, claiming, depending on the version, different areas of many surrounding countries.;;;;;;;;;;;;x
abandon_claim_greater_croatia_title;Modern Croatia;;;;;;;;;;;;x
abandon_claim_greater_czechoslovakia_desc;Despite the strategic importance of the region, our military is not capable of holding onto it. We ought to bide our time and seek amicable relations with our neighbors instead.;;;;;;;;;;;;x
abandon_claim_greater_czechoslovakia_title;Abandon our claims on Uzhgorod;;;;;;;;;;;;x
abandon_claim_greater_denmark_desc;Although we have once been in possession of all the land we have claimed, this was hundreds of years ago. The reality is that there are almost no Danes left in those lands, and sometimes there were never very many. The idea that we could possess them once more was foolish.;;;;;;;;;;;;x
abandon_claim_greater_denmark_title;Modern Denmark;;;;;;;;;;;;x
abandon_claim_greater_fer_desc;We are a young nation, and, though our independence was undoubtedly earned and the loyalty of our people assured, it might nevertheless be better to look inward. Like the First Far Eastern Republic before us, we must not fall to political factionalism. We will foster national unity, and then, surely, we will be able to show the world our greatness.;;;;;;;;;;;;x
abandon_claim_greater_fer_title;Abandon Kamchatkan claims;;;;;;;;;;;;x
abandon_claim_greater_finland_desc;After the Continuation War, the Greater Finland idea was practically shut down, because its concept was no longer possible by political or military condition. The Soviet Union had won the war and Finland was prepared for harsh peace treaties, which, among other things, made the Finnish territory further decrease. In addition to nazism and fascism, Lebensraum-expansive thoughts were no longer considered to be a good thing.;;;;;;;;;;;;x
abandon_claim_greater_finland_title;Abandon Greater Finland;;;;;;;;;;;;x
abandon_claim_greater_france_desc;Conflict with Germany is decremental to France. Reject the natural borders of France. The natural borders of France (French: Frontières naturelles de la France) are a political and geographic theory developed in France, notably during the French Revolution. They correspond to the Rhine, the Atlantic Ocean and Mediterranean Sea, the Pyrenees and the Alps, according to the revolutionaries.;;;;;;;;;;;;x
abandon_claim_greater_france_title;Modern France;;;;;;;;;;;;x
abandon_claim_greater_german_empire_desc;Though many wished for a restoration of the imperial borders of old, current events have forced us to reconsider our policies and accept the de-jure borders as defined by Potsdam lest we find ourselves with an even more disastrous outcome than the Second Great War!;;;;;;;;;;;;x
abandon_claim_greater_german_empire_title;Abandon the Imperial Claims;;;;;;;;;;;;x
abandon_claim_greater_germany_desc;Accept the jure borders. The German definition of the "de jure" borders of Germany was based on the determinations of the Potsdam Agreement, which placed the German territories (as of 31 December 1937) east of the OderNeisse line "under the administration of the Polish State" while "the final delimitation of the western frontier of Poland should await the peace settlement". The recognition of the Oder-Neisse Line as permanent was thus only reserved to a final peace settlement with reunited Germany.;;;;;;;;;;;;x
abandon_claim_greater_germany_title;Accept the Oder-Neisse Line;;;;;;;;;;;;x
abandon_claim_greater_greece_desc;Abandon the Great Idea. The Megali Idea ("Great Idea") was an irredentist concept of Greek nationalism that expressed the goal of establishing a Greek state that would encompass all ethnic Greek-inhabited areas, including the large Greek populations that, after the restoration of Greek independence in 1830 from the Ottoman Empire, still lived under Ottoman occupation.;;;;;;;;;;;;x
abandon_claim_greater_greece_title;A Small Idea;;;;;;;;;;;;x
abandon_claim_greater_guatemala_desc;The BelizeanGuatemalan territorial dispute is an unresolved binational territorial dispute between the states of Belize and Guatemala, neighbours in Central America. The territory of Belize has been claimed in whole or in part by Guatemala since 1940. Abondon this claim.;;;;;;;;;;;;x
abandon_claim_greater_guatemala_title;Recognize Belize;;;;;;;;;;;;x
abandon_claim_greater_hungary_desc;Reject irredentism. Hungarian irredentism is a broad umbrella term consisting of irredentist and pan-nationalist political ideas. The idea is associated with Hungarian revisionism. Its main goal is to restore part of the pre-ww1 borders of the Kingdom of Hungary.;;;;;;;;;;;;x
abandon_claim_greater_hungary_title;Modern Hungarian;;;;;;;;;;;;x
abandon_claim_greater_india_desc;Accept a divided India. Akhand Bharat, literally Undivided India, is an irredentist call to reunite Pakistan and Bangladesh with India to form an Undivided India as it existed before partition in 1947 (and before that, during other periods of political unity in South Asia, such as during the Mauryan Empire, the Gupta Empire, the Mughal Empire or the Maratha Empire ). ;;;;;;;;;;;;x
abandon_claim_greater_india_title;Modern India;;;;;;;;;;;;x
abandon_claim_greater_indonesia_desc;Reject Greater Indonesia. Greater Indonesia, or in Indonesian and Malaysian, Indonesia Raya or Melayu Raya was a political concept that sought to bring the so-called Malay race together by uniting the British territories of Malaya and Borneo with the Dutch East Indies.;;;;;;;;;;;;x
abandon_claim_greater_indonesia_title;Modern Indonesia;;;;;;;;;;;;x
abandon_claim_greater_ingushetia;Claim Greater Ingushetia;;;;;;;;;;;;x
abandon_claim_greater_ingushetia_desc;The lands of the Ingush once stretched westwards, encompassing Vladikavkaz and the Darial Gorge. Ever since the late 1800s, Ingushetian lands have been stripped and given to other territories, namely to the Ossetians. Now it is time to take back our ancestral lands, and expel the Ossetians once and for all!;;;;;;;;;;;;x
abandon_claim_greater_ingushetia_title;Claim Greater Ingushetia;;;;;;;;;;;;x
abandon_claim_greater_iran_desc;Abandon the claim for a greater Iran. Greater Iran or the Iranian Cultural Continent, refers to the regions of West, Central and South Asia that have significant Iranian cultural influence due to having been either long historically ruled by the various Iranian and Persian empires, having considerable aspects of Persian culture in their own culture due to extensive contact with the various Empires based in Persia;;;;;;;;;;;;x
abandon_claim_greater_iran_title;Abandon Greater Iran;;;;;;;;;;;;x
abandon_claim_greater_ireland_desc;Accept a divided Ireland. Northern Ireland must determine its own future;;;;;;;;;;;;x
abandon_claim_greater_ireland_title;Modern Ireland;;;;;;;;;;;;x
abandon_claim_greater_israel_desc;Reject revisionism. Revisionism was distinguished primarily from other ideologies within Zionism by its territorial maximalism. While not the only group to do so, they insisted upon the Jewish right to sovereignty over the whole territory of Eretz Yisrael (originally encompassing all of Mandatory Palestine).;;;;;;;;;;;;x
abandon_claim_greater_israel_title;Land for Peace;;;;;;;;;;;;x
abandon_claim_greater_italy_desc;Abandon our effort to create a greater Italy. Italian irredentism is a nationalist movement with irredentist goals which promoted the unification of geographic areas in which indigenous ethnic Italians and Italian-speaking persons formed a majority, or substantial minority, of the population.;;;;;;;;;;X
abandon_claim_greater_italy_title;Abandon The claim for Grater Italy;;;;;;;;;;X
abandon_claim_greater_karelia_desc;Greater Karelia is an irredentist concept of lands that are considered to form the national homeland by many Karelians, based on claims on the present-day or historical presence of Karelian populations in those areas.;;;;;;;;;;;;x
abandon_claim_greater_karelia_title;Abandon Greater Karelia;;;;;;;;;;;;x
abandon_claim_greater_korea_desc;The term Greater Korea is a pan-nationalist and irredentist concept of lands that are considered to form the national homeland by most Koreans. Beside Korea, it includes Gando. Sometimes it includes Daemado an ethnically Japanese area, but geographically closer to Korea. The term is also used for referring economic ties between the relevant regions.;;;;;;;;;;;;x
abandon_claim_greater_korea_title;Accept Korean Historic borders;;;;;;;;;;;;x
abandon_claim_greater_lithuania_desc;Abandon our claim for a greater Lithuania. Peoples right needs to be quarantined by the spread of democratic institutions and human rights not the nation state and narrow nationalism. We should focus on our internal issues instead of jingoist policies.;;;;;;;;;;X
abandon_claim_greater_lithuania_title;lesser Lithuania;;;;;;;;;;X
abandon_claim_greater_louisiana_desc;desc;Most Acadien peoples in Louisiana have no strong connection with the Maritimes and do not desire a war to reclaim them.;;;;;;;;;;;x
abandon_claim_greater_louisiana_title;Remain in the Mississippi Region;;;;;;;;;;;;x
abandon_claim_greater_macedonia_desc;Modern Macedonia only composes of core territories. Abandon the irredentist concept among ethnic Macedonian nationalists that aims to unify the transnational region of Macedonia in southeastern Europe (which they claim as their homeland and which they assert was wrongfully divided under the Treaty of Bucharest in 1913), into a single state. The proposed capital of such a United Macedonia is the city of Thessaloniki or Salonika (Solun in the Slavic languages) in Greek Macedonia, which Slavic Macedonians and the Yugoslav leader Tito had always dreamed of incorporating - along with the hinterland of Greek Macedonia which they came to call Aegean Macedonia - into their own states.;;;;;;;;;;;;x
abandon_claim_greater_macedonia_title;Modern Macedonia;;;;;;;;;;;;x
abandon_claim_greater_mexico_desc;Abandon our effort to reclaim and reconquer the U.S. Southwest, territories that had pertained to Mexico before the Texas annexation (1845) and the Mexican Cession (1848), as a consequence of the Mexican American War, for distinct purposes.;;;;;;;;;;;;;x
abandon_claim_greater_mexico_title;Abandon The Reconquista;;;;;;;;;;;;;x
abandon_claim_greater_mongolia_desc;Reject Greater Mongolia. Pan-Mongolism is an irredentist idea that advocates cultural and political solidarity of Mongols.The proposed territory, called "Greater Mongolia" usually includes the independent state of Mongolia,the Chinese regions of Inner Mongolia and Dzungaria, and the Russian subjects of Buryatia.;;;;;;;;;;;;x
abandon_claim_greater_mongolia_title;Outher Mongolism;;;;;;;;;;;;x
abandon_claim_greater_morocco_desc;Abandon the idea of Greater Morocco;;;;;;;;;;;;x
abandon_claim_greater_morocco_title;Abandon Greater Morocco;;;;;;;;;;;;x
abandon_claim_greater_northern_mariana_desc;Abandon the Greater Northern Mariana Islands idea. Accept that Guam is lost.;;;;;;;;;;;;x
abandon_claim_greater_northern_mariana_title;Abandon Greater Northern Mariana Islands Idea;;;;;;;;;;;;x
abandon_claim_greater_norway_desc;The age of aggressive expansionism is over. We have to let go of the past and strive to develop friendly ties and cooperation with our neighbors, in order to become a prosperous and respectable nation.;;;;;;;;;;x
abandon_claim_greater_norway_title;Abandon Norwegian claims;;;;;;;;;;;;x
abandon_claim_greater_papal_state_desc;The Papal States were a series of territories in the Italian Peninsula under the direct sovereign rule of the pope, from the 8th century until 1870. They were among the major states of Italy from roughly the 8th century until the Kingdom of Piedmont-Sardinia successfully unified the Italian Peninsula by conquest in a campaign virtually concluded in 1861 and definitively in 1870. At their zenith, the Papal States covered most of the modern Italian regions of Lazio (which includes Rome), Marche, Umbria and Romagna, and portions of Emilia. These holdings were considered to be a manifestation of the temporal power of the pope, as opposed to his ecclesiastical primacy.;;;;;;;;x;;;;;;;;;;;;;
abandon_claim_greater_papal_state_title;Abandon Greater Papal States;;;;;;;;x;;;;;;;;;;;;;
abandon_claim_greater_paraguay_desc;War of the Triple Alliance, between Paraguay and the Triple Alliance of Argentina,the Empire of Brazil, and Uruguay caused Paraguay enormous losses. With an estimated 400,000 deaths, the war was the deadliest and bloodiest in Latin America's history. It particularly devastated Paraguay, which suffered catastrophic losses in population and was forced to cede territory to Argentina and Brazil. History is history, let it be!;;;;;;;;x
abandon_claim_greater_paraguay_title;Accept $COUNTRY_ADJ$ current borders;;;;;;;;x
