CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
ALD_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;;;;;;;;;;;;;
ALD_traditionalist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;;;;;;;;;;;;;
ALD_traditionalist_2;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;;;;;;;;;;;;;
ALG;Algeria;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALG_ADJ;Algerian;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALG_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALG_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALG_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALG_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALG_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALG_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ALG_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAB;Babylon;Babylone;Babylon;;Babilonia;;;;;;;;;x;;;;;;;;;;;;;;;;
BAB_ADJ;Babylonian;babylonien;Babylonisch;;Babilónica;;;;;;;;;x;;;;;;;;;;;;;;;;
BAB_communist;The Ziggurat Faction (Marxist-Leninist);La faction ziggourat (marxiste-léniniste);Die Ziggurat-Fraktion (marxistisch-leninistisch);;La Facción Ziggurat (marxista-leninista);;;;;;;;;x;;;;;;;;;;;;;;;;
BAB_conservative;The Code of Laws Party;Le parti du code des lois;Die Gesetzbuchpartei;;El Partido del Código Legal;;;;;;;;;x;;;;;;;;;;;;;;;;
BAB_liberal;The (Hanging) Garden Party;Le parti des jardins (suspendus);Die (Hängende) Gartenpartei;;El Partido de los Jardines (Colgantes);;;;;;;;;x;;;;;;;;;;;;;;;;
BAB_populist;Hammurabi's Helpful;Parti hammourabien;Hammurabis Helfer;;Los Seguidores de Hammurabi;;;;;;;;;x;;;;;;;;;;;;;;;;
BAB_progressive;Ama-gi Popular Front;Front populaire Ama-gi;Ama-gi-Volksfront;;Frente Popular Ama-gi;;;;;;;;;x;;;;;;;;;;;;;;;;
BAB_socialist;The Tower Builders;Les bâtisseurs de tours;Die Turmbauer;;Los Constructores de Torres;;;;;;;;;x;;;;;;;;;;;;;;;;
BAB_traditionalist;Babylon Zoo;Le Zoo de Babylone;Babylon Zoo;;El Zoo Babilónico;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD;Baden;Bade;Baden;;Baden;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD_communist;Kommunistische Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD_populist;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD_progressive;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;x;;;;;;;;;;;;;;;;
BAD_traditionalist;NSDP;NSDP;NSDP;;NSDP;;;;;;;;;x;;;;;;;;;;;;;;;;
BAH;The Bahamas;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAH_ADJ;Bahamian;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAH_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAH_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAH_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAH_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAH_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAH_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAH_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAK;Bashkortostan;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAK_ADJ;Bashkortostanian;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAK_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAK_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAK_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAK_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAK_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAK_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAK_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAL;Bali;Bali;Bali;;Bali;;;;;;;;;x;;;;;;;;;;;;;;;;
BAL_ADJ;Balinese;Balinais;Balinesisch;;Balinesa;;;;;;;;;x;;;;;;;;;;;;;;;;
BAL_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;;;;;;;;;;;;;
BAL_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;;;;;;;;;;;;;
BAL_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;;;;;;;;;;;;;
BAL_populist;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;;;;;;;;;;;;;
BAL_progressive;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;;;;;;;;;;;;;
BAL_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;;;;;;;;;;;;;
BAL_traditionalist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;;;;;;;;;;;;;
BAR;Barbados;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAR_ADJ;Barbadian;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAR_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAR_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAR_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAR_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAR_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAR_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAR_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
BAS;Bastar;Bastar;Bastar;;Bastar;;;;;;;;;x;;;;;;;;;;;;;;;;
BAS_ADJ;Bastar;Bastar;Bastarisch;;Bastar;;;;;;;;;x;;;;;;;;;;;;;;;;
BAS_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;;;;;;;;;;;;;
BAS_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;;;;;;;;;;;;;
BAS_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;;;;;;;;;;;;;
BAS_populist;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;;;;;;;;;;;;;
BAS_progressive;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;;;;;;;;;;;;;
BAS_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;;;;;;;;;;;;;
BAS_traditionalist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;;;;;;;;;;;;;
BAV;Bavaria;Bavière;Bayern;;Baviera;;;;;;;;;x;;;;;;;;;;;;;;;;
BAV_ADJ;Bavarian;Bavarois;Bayerisch;;Bávara;;;;;;;;;x;;;;;;;;;;;;;;;;
BAV_proletarian_dictatorship;Bavarian Räterepublik;Räterepublik bavaroise;Bayerische Räterepublik;;República Autogestionada de Baviera;;;;;;;;;x;;;;;;;;;;;;;;;;
BAV_traditionalist;NSDP;NSDP;NSDP;;NSDP;;;;;;;;;x;;;;;;;;;;;;;;;;
BAY_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;;;;;;;;;;;;;
BAY_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAY_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAY_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAY_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAY_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x;;;;;;;;;;;;;;;;
BAY_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAY_populist;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAY_progressive;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Abeiterpartei;;;;;;;;;x;;;;;;;;;;;;;;;;
BAY_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x;;;;;;;;;;;;;;;;
BAY_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;x;;;;;;;;;;;;;;;;
BAY_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;x;;;;;;;;;;;;;;;;
BKF;The Balkan Federation;Fédération des Balkans;Balkan-Föderation;;Federación de los Balcanes;;;;;;;;;x;;;;;;;;;;;;;;;;
BKF_ADJ;Balkan;;Balkanisch;Balkanski;Balcanico;;;;;;;;;x;;;;;;;;;;;;;;;;
BKF_proletarian_dictatorship;The Balkan Union;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
BKF_hms_government;The Balkan Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
BKF_nationalist_dictatorship;The Balkan Republic;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
BKF_sectarian_dictatorship;Republic of the Balkans;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
CAL_ADJ;Californian;Californien;Kalifornisch;;Calaforiana;;;;;;;;;x;;;;;;;;;;;;;;;;
CAL_absolute_monarchy;Kingdom of California;Royaume de Californie;Kingdom of California;;Reino de California;;;;;;;;x;;;;;;;;;;;;;;;;;
CAL_anarcho_liberal_2;Populist;Populiste;Populist;;Populista;;;;;;;;;x;;;;;;;;;;;;;;;;
CAL_communist;Communist;Communistes;Communist;;Comunista;;;;;;;;;x;;;;;;;;;;;;;;;;
CAL_conservative;Democratic Party;Parti démocrate;Demokratische Partei;;Partido Demócrata;;;;;;;;;x;;;;;;;;;;;;;;;;
CAL_hms_government;Kingdom of California;Royaume de Californie;Kingdom of California;;Reino de California;;;;;;;;x;;;;;;;;;;;;;;;;;
CAL_colonial_government;East Pacific Dominion;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
CAL_liberal;Liberty;Liberté;Liberty;;Libertad;;;;;;;;;x;;;;;;;;;;;;;;;;
CAL_liberal_2;Free Soil;Sol libre;Free Soil;;Tierra Libre;;;;;;;;;x;;;;;;;;;;;;;;;;
CAL_liberal_3;Progressive;Progressiste;Progressive;;Progresista;;;;;;;;;x;;;;;;;;;;;;;;;;
CAL_populist;Ursine Imperialist;Impérialiste ursine;Ursine Imperialist;;Imperialista osuno;;;;;;;;;x;;;;;;;;;;;;;;;;
CAL_progressive;Democratic;Démocratique;Democratic;;Democrático;;;;;;;;;x;;;;;;;;;;;;;;;;
CAL_socialist;Radical;Radical;Radical;;Radical;;;;;;;;;x;;;;;;;;;;;;;;;;
CAL_traditionalist;Fascist;Fasciste;Fascist;;Fascista;;;;;;;;;x;;;;;;;;;;;;;;;;
ENL_ADJ;English;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
ENL;England;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
BNL;Benelux Union;;;;;;;;x;;;;;;;;;;;;;
BNL_nationalist_dictatorship;United Netherlands;;;;;;;;x;;;;;;;;;;;;;
BNL_proletarian_dictatorship;Union of Low Countries;;;;;;;;x;;;;;;;;;;;;;
BNL_absolute_monarchy;Kingdom of the United Netherlands;;;;;;;;x;;;;;;;;;;;;;
BNL_theocracy;Teutonic Niederlande;;;;;;;;x;;;;;;;;;;;;;
BNL_democracy;Republic of the Benelux;;;;;;;;x;;;;;;;;;;;;;
BNL_sectarian_regime;Protectorate of the Benelux;;;;;;;;x;;;;;;;;;;;;;
BNL_ADJ;Beneluxian;;;;;;;;x;;;;;;;;;;;;;
BNL_nationalist_dictatorship_ADJ;Dutch;;;;;;;;x;;;;;;;;;;;;;
BRZ_ADJ;Brazilian;;;;;;;;x;;;;;;;;;;;;;
CMR_mandate_government_ADJ;Camerounais;Camerounais;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
CMR_mandate_government;Cameroun;Cameroun;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
CMR;Cameroon;Cameroun;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
CMR_ADJ;Cameroonian;Camerounais;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
CZH;Czechoslovakia;Tchecoslovaquie;Tschechoslowakei;;Checoslovaquia;;;;;;;;;x;;;;;;;;;;;;;;;;
CZH_ADJ;Czechoslovak;Tchecoslovaque;Tschechoslowakisch;;checoslovaca;;;;;;;;;x;;;;;;;;;;;;;;;;
DRZ_colonial_government;Jabal Druze State;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
DRZ;Druze;;;;;;;;;x;;;;;;;;;;;;;;;;
DRZ_ADJ;Jabalian;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY;Egypt;Égypte;Ägypten;;Egipto;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_hms_government;Kingdom of Egypt;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_hms_government1;Kingdom of Egypt;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_nationalist_dictatorship;Arab Republic of Egypt;;;;;;;;x;;;;;;;;;;;;;
EGY_proletarian_dictatorship;Egyptian Workers Republic;;;;;;;;x;;;;;;;;;;;;;
EGY_absolute_monarchy;Sultanate of Egypt;;;;;;;;x;;;;;;;;;;;;;
EGY_mandate_government;Khedivate of Egypt;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EGY_colonial_government;Egyptian Protectorate;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_ADJ;Egyptian;Égyptien;Ägyptisch;;Egipcia;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_communist;Communist Faction;Faction communiste;Kommunistische Fraktion;;Facción comunista;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_conservative;Majlis Al-Shura;Majlis Al-Shura;Majlis Al-Shura;;Majlis Al-Shura;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_conservative_2;al-Hizb al-Watani;al-Hizb al-Watani;al-Hizb al-Watani;;al-Hizb al-Watani;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_liberal;Majlis Shurat Al-Nuwwab;Majlis Shurat Al-Nuwwab;Majlis Shurat Al-Nuwwab;;Majlis Shurat Al-Nuwwab;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_liberal_2;al-Hizb al-Umma;al-Hizb al-Umma;al-Hizb al-Umma;;al-Hizb al-Umma;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_populist;Urabist Faction;Faction urabiste;Urabist Faction;;Facción urabista;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_progressive;Radical Faction;Faction radicale;Radikale Fraktion;;Facción radical;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_socialist;Socialist Faction;Faction socialiste;Sozialistische Fraktion;;Facción socialista;;;;;;;;;x;;;;;;;;;;;;;;;;
EGY_traditionalist;Fascist Faction;Faction fasciste;Faschistische Faction;;Facción fascista;;;;;;;;;x;;;;;;;;;;;;;;;;
EID;East Indonesia;;;;;;;;;;;;;x
EST_ADJ;Estonian;Estonien;Estnisch;;Estonia;;;;;;;;;x;;;;;;;;;;;;;;;;
EST_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;;;;;;;;;;;;;
EST_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;;;;;;;;;;;;;
EST_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;;;;;;;;;;;;;
EST_populist;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;;;;;;;;;;;;;
EST_progressive;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;;;;;;;;;;;;;
EST_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;;;;;;;;;;;;;
EST_traditionalist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;;;;;;;;;;;;;
ETH;Ethiopia;Éthiopie;Äthiopien;;Etiopía;;;;;;;;;x;;;;;;;;;;;;;;;;
ETH_ADJ;Ethiopian;Éthiopien;Äthiopisch;;Etíope;;;;;;;;;x;;;;;;;;;;;;;;;;
ETH_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;;;;;;;;;;;;;
ETH_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;;;;;;;;;;;;;
ETH_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;;;;;;;;;;;;;
ETH_populist;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;;;;;;;;;;;;;
ETH_progressive;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;;;;;;;;;;;;;
ETH_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;;;;;;;;;;;;;
ETH_traditionalist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;;;;;;;;;;;;;
ETS;East Turkestan;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ETS_ADJ;East Turkic;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ETS_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ETS_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ETS_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ETS_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ETS_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ETS_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ETS_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EUS;Basque;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EUS_ADJ;Basque;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EUS_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EUS_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EUS_conservative_2;Uniï¿½n Liberal;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EUS_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EUS_liberal_2;Republicano Federal;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EUS_liberal_3;Republicano Unitario;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EUS_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EUS_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EUS_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EUS_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EQG;Equatorial Guinea;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EQG_ADJ;Equatorial Guinean;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EQG_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EQG_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EQG_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EQG_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EQG_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EQG_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EQG_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ERI;Eritrea;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ERI_ADJ;Eritrea;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ERI_communist;Communist Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ERI_conservative;Conservative Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ERI_liberal;Liberal Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ERI_populist;Patriot Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ERI_progressive;Libertarian Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ERI_socialist;Labour Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ERI_traditionalist;Peoples Party;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
EST;Estonia;Estonie;Estland;;Estonia;;;;;;;;;x;;;;;;;;;;;;;;;;
EID_ADJ;East Indonesian;;;;;;;;;;;;;x
ENG;Great Britain;Royaume-Uni;Großbritannien;;Reino Unido;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_1_tech_school;British Commonwealth;;;;;;;;;;;;x
ENG_ADJ;British;Britannique;Britisch;;Británica;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_absolute_monarchy;The United Kingdom;Empire britannique;Britisches Königreich;;El Imperio Británico;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_bourgeois_dictatorship;Republic of Britannia;République de Britannie;Republic of Britannia;;República de Britania;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_communist;Communist Party;Parti communiste ;Communist Party;;Partido Comunista;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_conservative;Conservative Party;Parti conservateur;Conservative Party;;Partido conservador;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_constitutional_monarchy;United Kingdom;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ENG_democracy;Great Britain;Grande-Bretagne;Großbritannien;;Gran Bretaña;;;;;;;;x;;;;;;;;;;;;;;;;;
ENG_fascist_dictatorship;Republic of Britannia;République de Britannia;Republik Britannien;;República de Britania;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_fascist_dictatorship_ADJ;British;Britannien;Britisch;;Británica;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_hms_government1;The United Kingdom;Royaume-Uni;Großbritannien;;Reino Unido;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_hms_government;The United Kingdom;Royaume-Uni;Großbritannien;;Reino Unido;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_liberal;Whig Party;Parti Whig;Whig Party;;Partido Whig;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_liberal_2;Liberal Party;Parti libéral;Liberal Party;;Partido Liberal;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_parliamentary_constitutional_monarchy;United Kingdom;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
ENG_populist;Tory Party;Parti Tory;Tory Party;;Partido Nacionalista;;;;;;;;;x;;;;;;;;;;;;;;;;
ENG_presidential_dictatorship;Great Britain;Grande-Bretagne;Großbritannien;;Gran Bretaña;;;;;;;;x;;;;;;;;;;;;;;;;;
ENG_progressive;Radical Party;Parti radical;Radical Party;;Partido Radical;;;;;;;;;x;;;;;;;;;;;;;;;;
